LOAD_10_YEARS,LOAD_10_YEARS_2,LOAD_10_YEARS_3,LOAD_2020,LOAD_2019,LOAD_2018,LOAD_2017,LOAD_2016,LOAD_2015,LOAD_2014,LOAD_2013,LOAD_2012,LOAD_2011
9980240,5980240,1827.60312,,,,,,,,,,
9936636,5936636,2069.54496,,,,,,,,,,
10077023,6077023,2261.8848,,,,,,,,,,
10293374,6293374,2495.46192,,,,,,,,,,
10127684,6127684,2481.54144,,,,,,,,,,
10397077,6397077,2311.1256,,,,,,,,,,
9772628,5772628,2116.50432,,,,,,,,,,
9335509,5335509,1790.85144,,,,,,,,,,
9103646,5103646,1495.2,,,,,,,,,,
7605550,3605550,1216.17048,,,,,,,,,,
7162011,3162011,1127.88648,,,,,,,,,,
6913910,2913910,1057.58856,,,,,,,,,,
6649153,2649153,1034.65824,,,,,,,,,,
6613960,2613960,1112.958,,,,,,,,,,
6705042,2705042,1402.45056,,,,,,,,,,
6776228,2776228,1813.04928,,,,,,,,,,
7088206,3088206,1892.11176,,,,,,,,,,
7174141,3174141,1855.19208,,,,,,,,,,
7643375,3643375,1839.61848,,,,,,,,,,
7887685,3887685,1977.44904,,,,,,,,,,
8057733,4057733,1902.9948,,,,,,,,,,
8335040,4335040,1759.85544,,,,,,,,,,
8122047,4122047,1658.27088,,,,,,,,,,
7702442,3702442,1659.89208,,,,,,,,,,
7577556,3577556,1820.09016,,,,,,,,,,
7667989,3667989,2126.86152,,,,,,,,,,
7874002,3874002,2355.09624,,,,,,,,,,
8449864,4449864,2707.04112,,,,,,,,,,
8905080,4905080,2595.2976,,,,,,,,,,
9220770,5220770,2404.92,,,,,,,,,,
8707708,4707708,2166.35832,,,,,,,,,,
8434437,4434437,1759.20864,,,,,,,,,,
8261968,4261968,1417.31184,,,,,,,,,,
8513928,4513928,1457.7948,,,,,,,,,,
8027651,4027651,1254.1536,,,,,,,,,,
7744229,3744229,1163.316,,,,,,,,,,
7436189,3436189,1080.55752,,,,,,,,,,
7385289,3385289,1081.962,,,,,,,,,,
7994349,3994349,1165.53024,,,,,,,,,,
8972955,4972955,1534.6296,,,,,,,,,,
10074301,6074301,2045.53776,,,,,,,,,,
10503084,6503084,2184.65184,,,,,,,,,,
10691880,6691880,2165.47464,,,,,,,,,,
10455550,6455550,2125.7712,,,,,,,,,,
10436147,6436147,2247.45192,,,,,,,,,,
10268773,6268773,2175.41688,,,,,,,,,,
10449689,6449689,2021.01312,,,,,,,,,,
10579431,6579431,1955.44608,,,,,,,,,,
10723524,6723524,1997.5032,,,,,,,,,,
10789013,6789013,2212.88088,,,,,,,,,,
11309889,7309889,2923.13784,,,,,,,,,,
11846598,7846598,3112.15464,,,,,,,,,,
11242228,7242228,3000.56232,,,,,,,,,,
10732347,6732347,2766.60384,,,,,,,,,,
10223605,6223605,2541.78792,,,,,,,,,,
9981661,5981661,2313.16176,,,,,,,,,,
10143905,6143905,1898.31768,,,,,,,,,,
9234593,5234593,1648.99896,,,,,,,,,,
8738632,4738632,1428.80472,,,,,,,,,,
8161056,4161056,1304.3688,,,,,,,,,,
7872280,3872280,1173.82608,,,,,,,,,,
7735075,3735075,1132.78872,,,,,,,,,,
7789326,3789326,1113.08736,,,,,,,,,,
8153404,4153404,1205.96616,,,,,,,,,,
8411819,4411819,1507.3464,,,,,,,,,,
9008113,5008113,2304.7836,,,,,,,,,,
9406114,5406114,2824.30176,,,,,,,,,,
9546724,5546724,3030.81744,,,,,,,,,,
9436737,5436737,3291.31152,,,,,,,,,,
9343596,5343596,3316.91136,,,,,,,,,,
9210249,5210249,3172.55904,,,,,,,,,,
9096628,5096628,3142.97088,,,,,,,,,,
9185002,5185002,3085.25952,,,,,,,,,,
9372696,5372696,3229.08096,,,,,,,,,,
9909577,5909577,3788.23032,,,,,,,,,,
10097044,6097044,3827.8296,,,,,,,,,,
9652222,5652222,3434.58864,,,,,,,,,,
9103592,5103592,3217.51248,,,,,,,,,,
8793560,4793560,2965.95096,,,,,,,,,,
8995798,4995798,2567.23152,,,,,,,,,,
9572249,5572249,2149.4424,,,,,,,,,,
9831013,5831013,1735.55088,,,,,,,,,,
9166441,5166441,1445.78448,,,,,,,,,,
8579969,4579969,1301.09112,,,,,,,,,,
8278520,4278520,1190.85624,,,,,,,,,,
8080225,4080225,1182.90312,,,,,,,,,,
8041213,4041213,1216.18224,,,,,,,,,,
8280874,4280874,1455.04296,,,,,,,,,,
8444997,4444997,1832.03832,,,,,,,,,,
8856830,4856830,2294.74392,,,,,,,,,,
9303673,5303673,2481.4524,,,,,,,,,,
9765435,5765435,2546.53896,,,,,,,,,,
10025339,6025339,2731.596,,,,,,,,,,
10107799,6107799,2737.00392,,,,,,,,,,
9956953,5956953,2535.16872,,,,,,,,,,
9776580,5776580,2420.71368,,,,,,,,,,
9753112,5753112,2477.39352,,,,,,,,,,
9749769,5749769,2655.78768,,,,,,,,,,
10350305,6350305,3283.10304,,,,,,,,,,
10640797,6640797,3462.33384,,,,,,,,,,
10467348,6467348,3334.76808,,,,,,,,,,
10037396,6037396,3115.24248,,,,,,,,,,
9539798,5539798,2876.9916,,,,,,,,,,
9478442,5478442,2644.8324,,,,,,,,,,
9885670,5885670,2165.43936,,,,,,,,,,
10651502,6651502,1508.32752,,,,,,,,,,
10268744,6268744,1289.60832,,,,,,,,,,
9757071,5757071,1190.87304,,,,,,,,,,
9350689,5350689,1108.58496,,,,,,,,,,
9213117,5213117,1117.20504,,,,,,,,,,
9392396,5392396,1209.40344,,,,,,,,,,
10070467,6070467,1621.49064,,,,,,,,,,
11180868,7180868,2137.09272,,,,,,,,,,
11204956,7204956,2264.04864,,,,,,,,,,
11035876,7035876,2236.81416,,,,,,,,,,
10733901,6733901,2208.71616,,,,,,,,,,
10601789,6601789,2356.75944,,,,,,,,,,
10586698,6586698,2256.28368,,,,,,,,,,
10750414,6750414,2071.04352,,,,,,,,,,
10934185,6934185,1997.59224,,,,,,,,,,
11031151,7031151,2046.59952,,,,,,,,,,
11089591,7089591,2277.88512,,,,,,,,,,
11179522,7179522,2659.062,,,,,,,,,,
11594671,7594671,3286.15224,,,,,,,,,,
12105232,8105232,3269.4228,,,,,,,,,,
11406585,7406585,3015.138,,,,,,,,,,
10903441,6903441,2751.90384,,,,,,,,,,
10879330,6879330,2468.84568,,,,,,,,,,
11363509,7363509,1948.23216,,,,,,,,,,
9559374,5559374,1633.06248,,,,,,,,,,
9259229,5259229,1393.26432,,,,,,,,,,
8864944,4864944,1252.66008,,,,,,,,,,
8582877,4582877,1145.30808,,,,,,,,,,
8651433,4651433,1114.764,,,,,,,,,,
8918431,4918431,1131.28008,,,,,,,,,,
9762759,5762759,1274.79408,,,,,,,,,,
10811666,6811666,1615.95336,,,,,,,,,,
10705432,6705432,2218.62144,,,,,,,,,,
10475068,6475068,2546.69184,,,,,,,,,,
10195468,6195468,2644.41744,,,,,,,,,,
9690855,5690855,2828.42112,,,,,,,,,,
9517953,5517953,2850.26448,,,,,,,,,,
9390686,5390686,2679.0708,,,,,,,,,,
9348941,5348941,2522.14368,,,,,,,,,,
9372801,5372801,2474.41488,,,,,,,,,,
9789389,5789389,2505.15216,,,,,,,,,,
10179720,6179720,2682.72816,,,,,,,,,,
10802284,6802284,3086.13984,,,,,,,,,,
11563474,7563474,3158.93424,,,,,,,,,,
11148139,7148139,2926.99512,,,,,,,,,,
10338291,6338291,2628.75648,,,,,,,,,,
10155858,6155858,2334.51624,,,,,,,,,,
10534627,6534627,1962.10056,,,,,,,,,,
8720797,4720797,1304.73168,,,,,,,,,,
8111269,4111269,1191.83064,,,,,,,,,,
7707766,3707766,1106.96544,,,,,,,,,,
7501445,3501445,1041.27072,,,,,,,,,,
7478090,3478090,1055.15088,,,,,,,,,,
7707298,3707298,1127.4312,,,,,,,,,,
8205087,4205087,1325.42592,,,,,,,,,,
8841531,4841531,1698.34896,,,,,,,,,,
9062677,5062677,1961.15136,,,,,,,,,,
9063290,5063290,2160.48,,,,,,,,,,
8947414,4947414,2398.95096,,,,,,,,,,
8719735,4719735,2396.96184,,,,,,,,,,
8413500,4413500,2189.6616,,,,,,,,,,
8474863,4474863,2010.97344,,,,,,,,,,
8650726,4650726,1885.05408,,,,,,,,,,
8931181,4931181,1849.8732,,,,,,,,,,
9048026,5048026,2024.57136,,,,,,,,,,
9615571,5615571,2216.46432,,,,,,,,,,
9981126,5981126,2289.05712,,,,,,,,,,
9780178,5780178,2272.43856,,,,,,,,,,
9511666,5511666,2235.45,,,,,,,,,,
9175918,5175918,2049.5832,,,,,,,,,,
9409553,5409553,1663.94592,,,,,,,,,,
9479240,5479240,1374.2484,,,,,,,,,,
8452495,4452495,1228.35384,,,,,,,,,,
7873231,3873231,1139.61288,,,,,,,,,,
7395554,3395554,1080.6768,,,,,,,,,,
7116451,3116451,1041.63864,,,,,,,,,,
7062800,3062800,1120.83552,,,,,,,,,,
6877319,2877319,1331.92584,,,,,,,,,,
6706956,2706956,1620.76152,,,,,,,,,,
6924646,2924646,1705.53264,,,,,,,,,,
7360829,3360829,1688.1816,,,,,,,,,,
7748634,3748634,1700.59176,,,,,,,,,,
7833015,3833015,1852.6956,,,,,,,,,,
7746685,3746685,1803.774,,,,,,,,,,
7615669,3615669,1693.91376,,,,,,,,,,
7225045,3225045,1591.3212,,,,,,,,,,
6702522,2702522,1565.22912,,,,,,,,,,
6769983,2769983,1688.39664,,,,,,,,,,
6793031,2793031,1990.65552,,,,,,,,,,
7103753,3103753,2195.63736,,,,,,,,,,
7493347,3493347,2222.10912,,,,,,,,,,
7670992,3670992,2157.97512,,,,,,,,,,
7857362,3857362,2114.40264,,,,,,,,,,
7843381,3843381,2066.27904,,,,,,,,,,
7935742,3935742,1721.92776,,,,,,,,,,
8226936,4226936,1422.83904,,,,,,,,,,
8100628,4100628,1228.19592,,,,,,,,,,
7640003,3640003,1140.98208,,,,,,,,,,
7228023,3228023,1082.3652,,,,,,,,,,
6945786,2945786,1041.85536,,,,,,,,,,
6785951,2785951,1119.70152,,,,,,,,,,
6745574,2745574,1325.67792,,,,,,,,,,
6649978,2649978,1612.1616,,,,,,,,,,
6874564,2874564,1697.08896,,,,,,,,,,
7262680,3262680,1681.0248,,,,,,,,,,
7524913,3524913,1696.96296,,,,,,,,,,
7838953,3838953,1849.5456,,,,,,,,,,
7912143,3912143,1801.05744,,,,,,,,,,
7863640,3863640,1692.7176,,,,,,,,,,
7729898,3729898,1590.34176,,,,,,,,,,
7740937,3740937,1563.4164,,,,,,,,,,
7559777,3559777,1684.8804,,,,,,,,,,
7521227,3521227,1986.19008,,,,,,,,,,
7777957,3777957,2190.36888,,,,,,,,,,
7938253,3938253,2218.80456,,,,,,,,,,
7907363,3907363,2154.00528,,,,,,,,,,
7854571,3854571,2107.37352,,,,,,,,,,
7674745,3674745,2063.98752,,,,,,,,,,
7794014,3794014,1718.45856,,,,,,,,,,
7940446,3940446,1420.84824,,,,,,,,,,
7522048,3522048,1264.59648,,,,,,,,,,
7197242,3197242,1188.09936,,,,,,,,,,
6865288,2865288,1124.69952,,,,,,,,,,
6739454,2739454,1069.01088,,,,,,,,,,
6739835,2739835,1108.99992,,,,,,,,,,
6720714,2720714,1227.70872,,,,,,,,,,
6517574,2517574,1414.60536,,,,,,,,,,
6561163,2561163,1608.05064,,,,,,,,,,
6620724,2620724,1671.66384,,,,,,,,,,
6571184,2571184,1711.31688,,,,,,,,,,
6564640,2564640,1856.86704,,,,,,,,,,
6405945,2405945,1832.07528,,,,,,,,,,
6524138,2524138,1752.55752,,,,,,,,,,
6310566,2310566,1666.2828,,,,,,,,,,
6160293,2160293,1655.67696,,,,,,,,,,
6049378,2049378,1727.76408,,,,,,,,,,
6160712,2160712,1912.71024,,,,,,,,,,
6431369,2431369,2038.44144,,,,,,,,,,
6937708,2937708,2031.7584,,,,,,,,,,
7494562,3494562,1966.48704,,,,,,,,,,
7787593,3787593,2028.02712,,,,,,,,,,
7847769,3847769,1982.14968,,,,,,,,,,
8271552,4271552,1752.64992,,,,,,,,,,
8119813,4119813,1511.02224,,,,,,,,,,
7343674,3343674,1287.69816,,,,,,,,,,
7021031,3021031,1178.41752,,,,,,,,,,
6846920,2846920,1095.20544,,,,,,,,,,
6880412,2880412,1037.46216,,,,,,,,,,
6798465,2798465,1060.80912,,,,,,,,,,
7139399,3139399,1161.66288,,,,,,,,,,
8081527,4081527,1464.66264,,,,,,,,,,
9371051,5371051,1860.8856,,,,,,,,,,
9535092,5535092,2044.73808,,,,,,,,,,
9428466,5428466,2124.65904,,,,,,,,,,
9171270,5171270,2252.89176,,,,,,,,,,
8875007,4875007,2256.5256,,,,,,,,,,
8606753,4606753,2136.25272,,,,,,,,,,
8397615,4397615,2003.34288,,,,,,,,,,
8394301,4394301,1935.35496,,,,,,,,,,
8322436,4322436,1946.26152,,,,,,,,,,
8422909,4422909,2116.92768,,,,,,,,,,
8864808,4864808,2293.04544,,,,,,,,,,
9482047,5482047,2288.06424,,,,,,,,,,
9589620,5589620,2467.05648,,,,,,,,,,
9930261,5930261,2266.29816,,,,,,,,,,
9724661,5724661,2017.69848,,,,,,,,,,
9274784,5274784,1753.9536,,,,,,,,,,
9169634,5169634,1496.30376,,,,,,,,,,
7490449,3490449,1220.34864,,,,,,,,,,
7073390,3073390,1131.9336,,,,,,,,,,
6718547,2718547,1062.68736,,,,,,,,,,
6519667,2519667,1036.71792,,,,,,,,,,
6431670,2431670,1109.2368,,,,,,,,,,
6455903,2455903,1376.48616,,,,,,,,,,
6634130,2634130,1774.41432,,,,,,,,,,
6880806,2880806,1884.00744,,,,,,,,,,
6954857,2954857,1878.48528,,,,,,,,,,
7335002,3335002,1860.77976,,,,,,,,,,
7419957,3419957,1978.61832,,,,,,,,,,
7200981,3200981,1917.26304,,,,,,,,,,
7188404,3188404,1792.8036,,,,,,,,,,
7013879,3013879,1701.96096,,,,,,,,,,
6569692,2569692,1698.6648,,,,,,,,,,
6416057,2416057,1827.60312,,,,,,,,,,
6550976,2550976,2069.54496,,,,,,,,,,
6961449,2961449,2261.8848,,,,,,,,,,
7741951,3741951,2495.46192,,,,,,,,,,
8203821,4203821,2481.54144,,,,,,,,,,
8987146,4987146,2311.1256,,,,,,,,,,
8565875,4565875,2116.50432,,,,,,,,,,
8248654,4248654,1790.85144,,,,,,,,,,
8070146,4070146,1495.2,,,,,,,,,,
8500599,4500599,1216.17048,,,,,,,,,,
7922020,3922020,1127.88648,,,,,,,,,,
7476801,3476801,1057.58856,,,,,,,,,,
7165394,3165394,1034.65824,,,,,,,,,,
7107110,3107110,1112.958,,,,,,,,,,
7013082,3013082,1402.45056,,,,,,,,,,
7241132,3241132,1813.04928,,,,,,,,,,
7676021,3676021,1892.11176,,,,,,,,,,
8116869,4116869,1855.19208,,,,,,,,,,
8449996,4449996,1839.61848,,,,,,,,,,
8658606,4658606,1977.44904,,,,,,,,,,
8755050,4755050,1902.9948,,,,,,,,,,
8737798,4737798,1759.85544,,,,,,,,,,
8533486,4533486,1658.27088,,,,,,,,,,
8287086,4287086,1659.89208,,,,,,,,,,
7974862,3974862,1820.09016,,,,,,,,,,
8059757,4059757,2126.86152,,,,,,,,,,
8296215,4296215,2355.09624,,,,,,,,,,
8712283,4712283,2707.04112,,,,,,,,,,
8892117,4892117,2595.2976,,,,,,,,,,
9226849,5226849,2404.92,,,,,,,,,,
8648653,4648653,2166.35832,,,,,,,,,,
8348652,4348652,1759.20864,,,,,,,,,,
8371277,4371277,1417.31184,,,,,,,,,,
9224428,5224428,1457.7948,,,,,,,,,,
8738993,4738993,1254.1536,,,,,,,,,,
8271021,4271021,1163.316,,,,,,,,,,
7933725,3933725,1080.55752,,,,,,,,,,
7833652,3833652,1081.962,,,,,,,,,,
7743631,3743631,1165.53024,,,,,,,,,,
7831256,3831256,1534.6296,,,,,,,,,,
7951228,3951228,2045.53776,,,,,,,,,,
8012125,4012125,2184.65184,,,,,,,,,,
8568477,4568477,2165.47464,,,,,,,,,,
9054755,5054755,2125.7712,,,,,,,,,,
9212784,5212784,2247.45192,,,,,,,,,,
9565679,5565679,2175.41688,,,,,,,,,,
9488644,5488644,2021.01312,,,,,,,,,,
9124517,5124517,1955.44608,,,,,,,,,,
8973353,4973353,1997.5032,,,,,,,,,,
9005865,5005865,2212.88088,,,,,,,,,,
9666279,5666279,2923.13784,,,,,,,,,,
10287648,6287648,3112.15464,,,,,,,,,,
10373453,6373453,3000.56232,,,,,,,,,,
10063996,6063996,2766.60384,,,,,,,,,,
9586364,5586364,2541.78792,,,,,,,,,,
9452939,5452939,2313.16176,,,,,,,,,,
9668860,5668860,1898.31768,,,,,,,,,,
8632341,4632341,1648.99896,,,,,,,,,,
8028245,4028245,1428.80472,,,,,,,,,,
7546673,3546673,1304.3688,,,,,,,,,,
7235781,3235781,1173.82608,,,,,,,,,,
7103791,3103791,1132.78872,,,,,,,,,,
7274243,3274243,1113.08736,,,,,,,,,,
7643873,3643873,1205.96616,,,,,,,,,,
7927091,3927091,1507.3464,,,,,,,,,,
8493819,4493819,2304.7836,,,,,,,,,,
8767257,4767257,2824.30176,,,,,,,,,,
8907114,4907114,3030.81744,,,,,,,,,,
8784489,4784489,3291.31152,,,,,,,,,,
8698773,4698773,3316.91136,,,,,,,,,,
8627656,4627656,3172.55904,,,,,,,,,,
8662775,4662775,3142.97088,,,,,,,,,,
8725376,4725376,3085.25952,,,,,,,,,,
8764715,4764715,3229.08096,,,,,,,,,,
9391449,5391449,3788.23032,,,,,,,,,,
9506188,5506188,3827.8296,,,,,,,,,,
8984766,4984766,3434.58864,,,,,,,,,,
8461686,4461686,3217.51248,,,,,,,,,,
8267517,4267517,2965.95096,,,,,,,,,,
8486563,4486563,2567.23152,,,,,,,,,,
9033936,5033936,2149.4424,,,,,,,,,,
9712135,5712135,1735.55088,,,,,,,,,,
9201292,5201292,1445.78448,,,,,,,,,,
8559358,4559358,1301.09112,,,,,,,,,,
8401858,4401858,1190.85624,,,,,,,,,,
8273309,4273309,1182.90312,,,,,,,,,,
8528337,4528337,1216.18224,,,,,,,,,,
9155083,5155083,1455.04296,,,,,,,,,,
9640589,5640589,1832.03832,,,,,,,,,,
10482590,6482590,2294.74392,,,,,,,,,,
10762129,6762129,2481.4524,,,,,,,,,,
11142604,7142604,2546.53896,,,,,,,,,,
11313548,7313548,2731.596,,,,,,,,,,
10721143,6721143,2737.00392,,,,,,,,,,
10940296,6940296,2535.16872,,,,,,,,,,
10960168,6960168,2420.71368,,,,,,,,,,
10931553,6931553,2477.39352,,,,,,,,,,
11178348,7178348,2655.78768,,,,,,,,,,
11535673,7535673,3283.10304,,,,,,,,,,
11815746,7815746,3462.33384,,,,,,,,,,
11454745,7454745,3334.76808,,,,,,,,,,
10941351,6941351,3115.24248,,,,,,,,,,
10183270,6183270,2876.9916,,,,,,,,,,
10265121,6265121,2644.8324,,,,,,,,,,
10805698,6805698,2165.43936,,,,,,,,,,
10498752,6498752,1508.32752,,,,,,,,,,
9940805,5940805,1289.60832,,,,,,,,,,
9420451,5420451,1190.87304,,,,,,,,,,
9161949,5161949,1108.58496,,,,,,,,,,
9090586,5090586,1117.20504,,,,,,,,,,
9259883,5259883,1209.40344,,,,,,,,,,
9867840,5867840,1621.49064,,,,,,,,,,
10725386,6725386,2137.09272,,,,,,,,,,
10981117,6981117,2264.04864,,,,,,,,,,
11187856,7187856,2236.81416,,,,,,,,,,
11075342,7075342,2208.71616,,,,,,,,,,
10787323,6787323,2356.75944,,,,,,,,,,
10743980,6743980,2256.28368,,,,,,,,,,
10946735,6946735,2071.04352,,,,,,,,,,
10930353,6930353,1997.59224,,,,,,,,,,
10961366,6961366,2046.59952,,,,,,,,,,
10900895,6900895,2277.88512,,,,,,,,,,
10884466,6884466,2659.062,,,,,,,,,,
11500970,7500970,3286.15224,,,,,,,,,,
11899619,7899619,3269.4228,,,,,,,,,,
11261026,7261026,3015.138,,,,,,,,,,
10547582,6547582,2751.90384,,,,,,,,,,
10538154,6538154,2468.84568,,,,,,,,,,
11100100,7100100,1948.23216,,,,,,,,,,
10205580,6205580,1633.06248,,,,,,,,,,
9561100,5561100,1393.26432,,,,,,,,,,
8972626,4972626,1252.66008,,,,,,,,,,
8710170,4710170,1145.30808,,,,,,,,,,
8431599,4431599,1114.764,,,,,,,,,,
8490508,4490508,1131.28008,,,,,,,,,,
8471818,4471818,1274.79408,,,,,,,,,,
8759299,4759299,1615.95336,,,,,,,,,,
9102155,5102155,2218.62144,,,,,,,,,,
9593887,5593887,2546.69184,,,,,,,,,,
9793632,5793632,2644.41744,,,,,,,,,,
9787063,5787063,2828.42112,,,,,,,,,,
9779960,5779960,2850.26448,,,,,,,,,,
9533800,5533800,2679.0708,,,,,,,,,,
9290889,5290889,2522.14368,,,,,,,,,,
9163929,5163929,2474.41488,,,,,,,,,,
9361070,5361070,2505.15216,,,,,,,,,,
9362800,5362800,2682.72816,,,,,,,,,,
10029247,6029247,3086.13984,,,,,,,,,,
10648671,6648671,3158.93424,,,,,,,,,,
10172892,6172892,2926.99512,,,,,,,,,,
9692704,5692704,2628.75648,,,,,,,,,,
9494755,5494755,2334.51624,,,,,,,,,,
10084194,6084194,1962.10056,,,,,,,,,,
8033348,4033348,1304.73168,,,,,,,,,,
7618854,3618854,1191.83064,,,,,,,,,,
7189503,3189503,1106.96544,,,,,,,,,,
6887007,2887007,1041.27072,,,,,,,,,,
6916701,2916701,1055.15088,,,,,,,,,,
6921488,2921488,1127.4312,,,,,,,,,,
6641593,2641593,1325.42592,,,,,,,,,,
6779385,2779385,1698.34896,,,,,,,,,,
7053748,3053748,1961.15136,,,,,,,,,,
7243503,3243503,2160.48,,,,,,,,,,
7240148,3240148,2398.95096,,,,,,,,,,
7154648,3154648,2396.96184,,,,,,,,,,
7061371,3061371,2189.6616,,,,,,,,,,
6815813,2815813,2010.97344,,,,,,,,,,
6635889,2635889,1885.05408,,,,,,,,,,
6510890,2510890,1849.8732,,,,,,,,,,
6607234,2607234,2024.57136,,,,,,,,,,
6865438,2865438,2216.46432,,,,,,,,,,
7257502,3257502,2289.05712,,,,,,,,,,
7744341,3744341,2272.43856,,,,,,,,,,
7941447,3941447,2235.45,,,,,,,,,,
8072878,4072878,2049.5832,,,,,,,,,,
8684972,4684972,1663.94592,,,,,,,,,,
8582441,4582441,1374.2484,,,,,,,,,,
8906035,4906035,1228.35384,,,,,,,,,,
8467598,4467598,1139.61288,,,,,,,,,,
7932867,3932867,1080.6768,,,,,,,,,,
7957478,3957478,1041.63864,,,,,,,,,,
7912111,3912111,1120.83552,,,,,,,,,,
8244477,4244477,1331.92584,,,,,,,,,,
8712319,4712319,1620.76152,,,,,,,,,,
9392119,5392119,1705.53264,,,,,,,,,,
9589104,5589104,1688.1816,,,,,,,,,,
9747080,5747080,1700.59176,,,,,,,,,,
9555199,5555199,1852.6956,,,,,,,,,,
9437988,5437988,1803.774,,,,,,,,,,
9367404,5367404,1693.91376,,,,,,,,,,
9047127,5047127,1591.3212,,,,,,,,,,
9024420,5024420,1565.22912,,,,,,,,,,
9015657,5015657,1688.39664,,,,,,,,,,
9043553,5043553,1990.65552,,,,,,,,,,
9275656,5275656,2195.63736,,,,,,,,,,
9743232,5743232,2222.10912,,,,,,,,,,
9550983,5550983,2157.97512,,,,,,,,,,
9433121,5433121,2114.40264,,,,,,,,,,
9232888,5232888,2066.27904,,,,,,,,,,
9327817,5327817,1721.92776,,,,,,,,,,
9494542,5494542,1422.83904,,,,,,,,,,
8790259,4790259,1228.19592,,,,,,,,,,
8284110,4284110,1140.98208,,,,,,,,,,
7831797,3831797,1082.3652,,,,,,,,,,
7790361,3790361,1041.85536,,,,,,,,,,
7834270,3834270,1119.70152,,,,,,,,,,
7875551,3875551,1325.67792,,,,,,,,,,
8277508,4277508,1612.1616,,,,,,,,,,
9119364,5119364,1697.08896,,,,,,,,,,
9685404,5685404,1681.0248,,,,,,,,,,
10099877,6099877,1696.96296,,,,,,,,,,
10179708,6179708,1849.5456,,,,,,,,,,
10291657,6291657,1801.05744,,,,,,,,,,
10040251,6040251,1692.7176,,,,,,,,,,
9939758,5939758,1590.34176,,,,,,,,,,
9807652,5807652,1563.4164,,,,,,,,,,
10096866,6096866,1684.8804,,,,,,,,,,
10013749,6013749,1986.19008,,,,,,,,,,
9908369,5908369,2190.36888,,,,,,,,,,
10135278,6135278,2218.80456,,,,,,,,,,
10080506,6080506,2154.00528,,,,,,,,,,
9674266,5674266,2107.37352,,,,,,,,,,
9189131,5189131,2063.98752,,,,,,,,,,
9062824,5062824,1718.45856,,,,,,,,,,
9209627,5209627,1420.84824,,,,,,,,,,
8019764,4019764,1264.59648,,,,,,,,,,
7638783,3638783,1188.09936,,,,,,,,,,
7241297,3241297,1124.69952,,,,,,,,,,
7128508,3128508,1069.01088,,,,,,,,,,
7007006,3007006,1108.99992,,,,,,,,,,
7242425,3242425,1227.70872,,,,,,,,,,
7535559,3535559,1414.60536,,,,,,,,,,
7889697,3889697,1608.05064,,,,,,,,,,
8325877,4325877,1671.66384,,,,,,,,,,
8545186,4545186,1711.31688,,,,,,,,,,
8533320,4533320,1856.86704,,,,,,,,,,
8479557,4479557,1832.07528,,,,,,,,,,
8472473,4472473,1752.55752,,,,,,,,,,
8326025,4326025,1666.2828,,,,,,,,,,
8152807,4152807,1655.67696,,,,,,,,,,
8058251,4058251,1727.76408,,,,,,,,,,
8194580,4194580,1912.71024,,,,,,,,,,
8403511,4403511,2038.44144,,,,,,,,,,
8627704,4627704,2031.7584,,,,,,,,,,
8671343,4671343,1966.48704,,,,,,,,,,
8473946,4473946,2028.02712,,,,,,,,,,
8352882,4352882,1982.14968,,,,,,,,,,
8747199,4747199,1752.64992,,,,,,,,,,
8614595,4614595,1511.02224,,,,,,,,,,
8511282,4511282,1287.69816,,,,,,,,,,
8185800,4185800,1178.41752,,,,,,,,,,
7730763,3730763,1095.20544,,,,,,,,,,
7484873,3484873,1037.46216,,,,,,,,,,
7377139,3377139,1060.80912,,,,,,,,,,
7245793,3245793,1161.66288,,,,,,,,,,
7491717,3491717,1464.66264,,,,,,,,,,
7650678,3650678,1860.8856,,,,,,,,,,
7994197,3994197,2044.73808,,,,,,,,,,
8329419,4329419,2124.65904,,,,,,,,,,
8492389,4492389,2252.89176,,,,,,,,,,
8218156,4218156,2256.5256,,,,,,,,,,
8428460,4428460,2136.25272,,,,,,,,,,
8276697,4276697,2003.34288,,,,,,,,,,
7895893,3895893,1935.35496,,,,,,,,,,
7637386,3637386,1946.26152,,,,,,,,,,
7768352,3768352,2116.92768,,,,,,,,,,
7939471,3939471,2293.04544,,,,,,,,,,
8364963,4364963,2288.06424,,,,,,,,,,
8687350,4687350,2467.05648,,,,,,,,,,
9012323,5012323,2266.29816,,,,,,,,,,
9008622,5008622,2017.69848,,,,,,,,,,
8655980,4655980,1753.9536,,,,,,,,,,
8486082,4486082,1496.30376,,,,,,,,,,
8630257,4630257,1220.34864,,,,,,,,,,
8147121,4147121,1131.9336,,,,,,,,,,
7636092,3636092,1062.68736,,,,,,,,,,
7551516,3551516,1036.71792,,,,,,,,,,
7692927,3692927,1109.2368,,,,,,,,,,
8021232,4021232,1376.48616,,,,,,,,,,
8710588,4710588,1774.41432,,,,,,,,,,
9873975,5873975,1884.00744,,,,,,,,,,
10177403,6177403,1878.48528,,,,,,,,,,
10276394,6276394,1860.77976,,,,,,,,,,
9988323,5988323,1978.61832,,,,,,,,,,
9516726,5516726,1917.26304,,,,,,,,,,
9410328,5410328,1792.8036,,,,,,,,,,
9225918,5225918,1701.96096,,,,,,,,,,
9114249,5114249,1698.6648,,,,,,,,,,
8881538,4881538,1827.60312,,,,,,,,,,
8951202,4951202,2069.54496,,,,,,,,,,
9229577,5229577,2261.8848,,,,,,,,,,
