x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,753.642,3148.171,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,753.642,3148.171,451.452
1214.38275,1460.4482500000001,1098.96,2292.0305000000003,1809.801,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,753.642,3148.171,451.452
1214.38275,1212.3042212496591,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,753.642,3148.171,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,753.642,3148.171,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,753.642,3148.171,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,753.642,3148.171,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,557.8017500000001,1787.5082499999999,3192.0665000000004,1444.4805000000001,6159.465,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,557.8017500000001,1787.5082499999999,3192.0665000000004,1444.4805000000001,6159.465,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,1444.4805000000001,6159.465,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,1444.4805000000001,3148.171,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,1444.4805000000001,3148.171,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,1444.4805000000001,3148.171,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2160.007559695111,1809.801,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,1444.4805000000001,3148.171,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,1444.4805000000001,3148.171,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,1444.4805000000001,3148.171,451.452
2375.9662500000004,1460.4482500000001,2106.3399999999997,2292.0305000000003,944.2439999999999,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,1444.4805000000001,3148.171,451.452
21119.7,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,291.02700000000004,1787.5082499999999,3192.0665000000004,1444.4805000000001,6159.465,865.283
21119.7,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,557.8017500000001,1787.5082499999999,3192.0665000000004,1444.4805000000001,16843.14130462216,865.283
2375.9662500000004,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,557.8017500000001,1787.5082499999999,3192.0665000000004,1444.4805000000001,6159.465,451.452
1281.5982446074388,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,557.8017500000001,1787.5082499999999,3192.0665000000004,1444.4805000000001,3148.171,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,557.8017500000001,1787.5082499999999,3192.0665000000004,1444.4805000000001,3148.171,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,557.8017500000001,1787.5082499999999,3192.0665000000004,1444.4805000000001,3148.171,451.452
1214.38275,1460.4482500000001,2106.3399999999997,2292.0305000000003,1809.801,1109.1865,557.8017500000001,1787.5082499999999,3192.0665000000004,1444.4805000000001,3148.171,451.452
